act,scene,location,entity_text,spacy_label,label_description,start_char,end_char
5,3,Dunsinane. A Room in the Castle.,diseas'd,NORP,Nationalities or religious or political groups,1966,1974
5,3,Dunsinane. A Room in the Castle.,Raze,ORG,"Companies, agencies, institutions, etc.",2015,2019
5,3,Dunsinane. A Room in the Castle.,Seyton,PERSON,"People, including fictional",2326,2332
5,3,Dunsinane. A Room in the Castle.,despatch.—If,ORG,"Companies, agencies, institutions, etc.",2388,2400
5,3,Dunsinane. A Room in the Castle.,senna,PERSON,"People, including fictional",2613,2618
5,3,Dunsinane. A Room in the Castle.,English,LANGUAGE,Any named language,2662,2669
5,3,Dunsinane. A Room in the Castle.,Hear'st,GPE,"Countries, cities, states",2677,2684
5,3,Dunsinane. A Room in the Castle.,bane,GPE,"Countries, cities, states",2836,2840
5,3,Dunsinane. A Room in the Castle.,Till Birnam,GPE,"Countries, cities, states",2842,2853
5,4,Country near Dunsinane: a Wood in view.,Malcolm,PERSON,"People, including fictional",29,36
5,4,Country near Dunsinane: a Wood in view.,Siward,PERSON,"People, including fictional",42,48
5,4,Country near Dunsinane: a Wood in view.,Macduff,PERSON,"People, including fictional",62,69
5,4,Country near Dunsinane: a Wood in view.,Menteith,GPE,"Countries, cities, states",71,79
5,4,Country near Dunsinane: a Wood in view.,Caithness,ORG,"Companies, agencies, institutions, etc.",81,90
5,4,Country near Dunsinane: a Wood in view.,"Angus,",ORG,"Companies, agencies, institutions, etc.",92,98
5,4,Country near Dunsinane: a Wood in view.,Lennox,PERSON,"People, including fictional",99,105
5,4,Country near Dunsinane: a Wood in view.,Ross,PERSON,"People, including fictional",107,111
5,4,Country near Dunsinane: a Wood in view.,MALCOLM,PERSON,"People, including fictional",136,143
5,4,Country near Dunsinane: a Wood in view.,Cousins,PERSON,"People, including fictional",145,152
5,4,Country near Dunsinane: a Wood in view.,the days,DATE,Absolute or relative dates or periods,161,169
5,4,Country near Dunsinane: a Wood in view.,SIWARD,ORG,"Companies, agencies, institutions, etc.",246,252
5,4,Country near Dunsinane: a Wood in view.,MENTEITH,ORG,"Companies, agencies, institutions, etc.",283,291
5,4,Country near Dunsinane: a Wood in view.,Birnam,GPE,"Countries, cities, states",305,311
5,4,Country near Dunsinane: a Wood in view.,MALCOLM,PERSON,"People, including fictional",313,320
5,4,Country near Dunsinane: a Wood in view.,discovery Err,PERSON,"People, including fictional",443,456
5,4,Country near Dunsinane: a Wood in view.,SIWARD,ORG,"Companies, agencies, institutions, etc.",502,508
5,4,Country near Dunsinane: a Wood in view.,Dunsinane,ORG,"Companies, agencies, institutions, etc.",568,577
5,4,Country near Dunsinane: a Wood in view.,MALCOLM,PERSON,"People, including fictional",622,629
5,4,Country near Dunsinane: a Wood in view.,Industrious,ORG,"Companies, agencies, institutions, etc.",884,895
5,4,Country near Dunsinane: a Wood in view.,SIWARD,ORG,"Companies, agencies, institutions, etc.",909,915
5,5,Dunsinane. Within the castle.,Seyton,PERSON,"People, including fictional",38,44
5,5,Dunsinane. Within the castle.,SEYTON,PERSON,"People, including fictional",422,428
5,5,Dunsinane. Within the castle.,supp'd,CARDINAL,Numerals that do not fall under another type,683,689
5,5,Dunsinane. Within the castle.,Direness,PERSON,"People, including fictional",709,717
5,5,Dunsinane. Within the castle.,Seyton,PERSON,"People, including fictional",785,791
5,5,Dunsinane. Within the castle.,SEYTON,PERSON,"People, including fictional",817,823
5,5,Dunsinane. Within the castle.,Queen,PERSON,"People, including fictional",829,834
5,5,Dunsinane. Within the castle.,Tomorrow,DATE,Absolute or relative dates or periods,941,949
5,5,Dunsinane. Within the castle.,tomorrow,DATE,Absolute or relative dates or periods,955,963
5,5,Dunsinane. Within the castle.,tomorrow,DATE,Absolute or relative dates or periods,969,977
5,5,Dunsinane. Within the castle.,Creeps,PERSON,"People, including fictional",979,985
5,5,Dunsinane. Within the castle.,from day to day,DATE,Absolute or relative dates or periods,1005,1020
5,5,Dunsinane. Within the castle.,MESSENGER,PERSON,"People, including fictional",1533,1542
5,5,Dunsinane. Within the castle.,Birnam,GPE,"Countries, cities, states",1599,1605
5,5,Dunsinane. Within the castle.,MESSENGER,PERSON,"People, including fictional",1678,1687
5,5,Dunsinane. Within the castle.,three mile,QUANTITY,"Measurements, as of weight or distance",1743,1753
5,5,Dunsinane. Within the castle.,Birnam,PERSON,"People, including fictional",2074,2080
5,6,The same. A Plain before the Castle.,Malcolm,PERSON,"People, including fictional",30,37
5,6,The same. A Plain before the Castle.,"Siward,",ORG,"Companies, agencies, institutions, etc.",43,50
5,6,The same. A Plain before the Castle.,Macduff,PERSON,"People, including fictional",51,58
5,6,The same. A Plain before the Castle.,Army,ORG,"Companies, agencies, institutions, etc.",69,73
5,6,The same. A Plain before the Castle.,MALCOLM,PERSON,"People, including fictional",88,95
5,6,The same. A Plain before the Castle.,first,ORDINAL,"""first"", ""second"", etc.",246,251
5,6,The same. A Plain before the Castle.,Macduff,PERSON,"People, including fictional",267,274
5,6,The same. A Plain before the Castle.,SIWARD,ORG,"Companies, agencies, institutions, etc.",349,355
5,6,The same. A Plain before the Castle.,tonight,TIME,Times smaller than a day,407,414
5,7,The same. Another part of the Plain.,Alarums,PERSON,"People, including fictional",0,7
5,7,The same. Another part of the Plain.,course.—What,ORG,"Companies, agencies, institutions, etc.",109,121
5,7,The same. Another part of the Plain.,one,CARDINAL,Numerals that do not fall under another type,162,165
5,7,The same. Another part of the Plain.,Thou'lt,DATE,Absolute or relative dates or periods,250,257
5,7,The same. Another part of the Plain.,Macbeth.,WORK_OF_ART,"Titles of books, songs, etc.",380,388
5,7,The same. Another part of the Plain.,Siward,PERSON,"People, including fictional",619,625
5,7,The same. Another part of the Plain.,Alarums,PERSON,"People, including fictional",765,772
5,7,The same. Another part of the Plain.,Macduff,PERSON,"People, including fictional",780,787
5,7,The same. Another part of the Plain.,kerns,GPE,"Countries, cities, states",971,976
5,7,The same. Another part of the Plain.,Macbeth,PERSON,"People, including fictional",1034,1041
5,7,The same. Another part of the Plain.,Alarums,PERSON,"People, including fictional",1247,1254
5,7,The same. Another part of the Plain.,Malcolm,PERSON,"People, including fictional",1262,1269
5,7,The same. Another part of the Plain.,SIWARD,ORG,"Companies, agencies, institutions, etc.",1286,1292
5,7,The same. Another part of the Plain.,MALCOLM,PERSON,"People, including fictional",1487,1494
5,7,The same. Another part of the Plain.,SIWARD,ORG,"Companies, agencies, institutions, etc.",1541,1547
5,7,The same. Another part of the Plain.,Alarums,PERSON,"People, including fictional",1581,1588
5,8,The same. Another part of the field.,Roman,NORP,Nationalities or religious or political groups,46,51
5,8,The same. Another part of the field.,Macduff,PERSON,"People, including fictional",143,150
5,8,The same. Another part of the field.,one,CARDINAL,Numerals that do not fall under another type,625,628
5,8,The same. Another part of the field.,Macduff,PERSON,"People, including fictional",729,736
5,8,The same. Another part of the field.,Painted,ORG,"Companies, agencies, institutions, etc.",1177,1184
5,8,The same. Another part of the field.,Malcolm,PERSON,"People, including fictional",1303,1310
5,8,The same. Another part of the field.,Birnam,PERSON,"People, including fictional",1368,1374
5,8,The same. Another part of the field.,Macduff,PERSON,"People, including fictional",1519,1526
5,8,The same. Another part of the field.,first,ORDINAL,"""first"", ""second"", etc.",1551,1556
5,8,The same. Another part of the field.,Alarums,PERSON,"People, including fictional",1597,1604
5,8,The same. Another part of the field.,Malcolm,PERSON,"People, including fictional",1655,1662
5,8,The same. Another part of the field.,"Siward, Ross, Thanes and Soldiers",ORG,"Companies, agencies, institutions, etc.",1668,1701
5,8,The same. Another part of the field.,MALCOLM,PERSON,"People, including fictional",1703,1710
5,8,The same. Another part of the field.,SIWARD,ORG,"Companies, agencies, institutions, etc.",1759,1765
5,8,The same. Another part of the field.,MALCOLM,PERSON,"People, including fictional",1852,1859
5,8,The same. Another part of the field.,Macduff,PERSON,"People, including fictional",1861,1868
5,8,The same. Another part of the field.,ROSS,PERSON,"People, including fictional",1901,1905
5,8,The same. Another part of the field.,SIWARD,ORG,"Companies, agencies, institutions, etc.",2104,2110
5,8,The same. Another part of the field.,ROSS,PERSON,"People, including fictional",2129,2133
5,8,The same. Another part of the field.,SIWARD,ORG,"Companies, agencies, institutions, etc.",2247,2253
5,8,The same. Another part of the field.,ROSS,PERSON,"People, including fictional",2280,2284
5,8,The same. Another part of the field.,SIWARD,ORG,"Companies, agencies, institutions, etc.",2304,2310
5,8,The same. Another part of the field.,knell,PERSON,"People, including fictional",2431,2436
5,8,The same. Another part of the field.,knoll'd,PERSON,"People, including fictional",2440,2447
5,8,The same. Another part of the field.,MALCOLM,PERSON,"People, including fictional",2449,2456
5,8,The same. Another part of the field.,SIWARD,ORG,"Companies, agencies, institutions, etc.",2511,2517
5,8,The same. Another part of the field.,compass'd,PERSON,"People, including fictional",2784,2793
5,8,The same. Another part of the field.,thy kingdom's,GPE,"Countries, cities, states",2799,2812
5,8,The same. Another part of the field.,Scotland,GPE,"Countries, cities, states",2915,2923
5,8,The same. Another part of the field.,Scotland,GPE,"Countries, cities, states",2944,2952
5,8,The same. Another part of the field.,MALCOLM,PERSON,"People, including fictional",2964,2971
5,8,The same. Another part of the field.,first,ORDINAL,"""first"", ""second"", etc.",3133,3138
5,8,The same. Another part of the field.,Scotland,GPE,"Countries, cities, states",3149,3157
5,8,The same. Another part of the field.,Grace,PERSON,"People, including fictional",3547,3552
5,8,The same. Another part of the field.,Scone,ORG,"Companies, agencies, institutions, etc.",3678,3683
